idSugestaoResposta,sugestaoResposta,comentario,IDComentarioFK,IDUsuarioFK,,,,,,,,,,,
1977,"Olá, agradecemos pelo seu feedback e lamentamos pela experiência negativa que você teve com nossos computadores e PS4 para jogos online. Vamos avaliar a qualidade da nossa internet e garantir que ela seja melhorada para evitar problemas como travamentos. Agradecemos por nos alertar sobre esse problema e faremos o possível para garantir uma experiência mais satisfatória da próxima vez.","muito legal o boliche e a sinuca mas acredito que eles não deveriam disponibilizar computadores e ps4 para jogos online ja que a internet deles não suporta, paguei o valor solicitado pela hora para absolutamente nada, demorou muito para entrar o jogo e quando entrou travava demais, então já que estão disponibilizando algo, por gentileza, disponibilizem com qualidade.",14388,42482,,,,,,,,,,,
1978,"Olá, agradeço por compartilhar sua experiência conosco. Lamentamos muito que você tenha tido uma má impressão em relação à carne servida em nosso restaurante. Entendemos a importância de oferecer uma carne macia e saborosa aos nossos clientes. Vamos revisar nossos processos para garantir que a qualidade da carne seja sempre a melhor possível. Quanto à higiene, levamos isso muito a sério e iremos reforçar a importância de uma limpeza adequada entre as mesas. Agradecemos por nos informar e trabalharemos para melhorar.","Carne  sempre dura...
Fui 3 vezes, e todas as vezes nós serviram carne dura.
Gosto  de carne de sol na chapa, mas agora foi de mais, além  de dura a higiene  é péssima.
Vi um garçom limpar  as messas  com o mesmo pano sem se quer lavar. Só  passava um álcool gel e ia de mesa à mesa. ?",197278,22850,,,,,,,,,,,
1979,"Caro cliente, lamentamos sinceramente pelo tempo de espera que você enfrentou em nosso restaurante. Reconhecemos que esperar por um lanche por uma hora é inaceitável. Estamos trabalhando para melhorar nossos processos de atendimento e garantir que isso não aconteça novamente. Agradecemos seu feedback e esperamos ter a oportunidade de oferecer uma experiência melhor em sua próxima visita.","Local é bom mas esperar 1 hora por um lanche, não vale a pena...",46261,17327,,,,,,,,,,,
1980,"Caro cliente, lamentamos sinceramente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pelo atendimento e pela demora em servir seu pedido. Também entendemos sua frustração com relação ao peixe cru. Vamos investigar internamente para garantir que isso não ocorra novamente. Agradecemos seu feedback e esperamos ter a oportunidade de melhor atendê-lo no futuro.","Atendimento pessimo, demora de quase 1 hora e o peixe ainda veio crú!! Não recomendo e não e a 1° vez que acontece",203053,98102,,,,,,,,,,,
1981,"Olá cliente, lamento muito que você tenha tido uma experiência negativa em relação ao barulho em nosso restaurante. Agradeço por compartilhar sua opinião. Vamos analisar essa questão para encontrar maneiras de melhorar a acústica do ambiente. Fico feliz em saber que a pizza chegou rápido e que você teve um bom atendimento. Espero que possamos recebê-la novamente no futuro.","Extremamente barulhento, perturbador. Detestei, tem que conversar gritando.Nunca mais volto. Pra quem gosta de caos é ótimo. Pelo menos a pizza chegou rápido. O atendimento é bom tb...",54984,68656,,,,,,,,,,,
1982,"Caro cliente, lamentamos muito pela má experiência que teve em nosso restaurante. Nossa intenção é sempre oferecer um ambiente acolhedor e pratos deliciosos. Vamos investigar o ocorrido com a caldeirada de tucunaré para garantir que isso não se repita. Agradecemos seu feedback e esperamos ter a chance de reconquistar sua confiança no futuro.","Restaurante de nome que não recomendo. Situado em uma esquina de rua,ambiente pequeno, preço elevadíssimo. Me serviram uma caldeirada de tucunaré fria, o que me tirou todo prazer do jantar. Existem outros restaurantes de peixe muito melhores.",216872,114376,,,,,,,,,,,
1983,"Caro cliente,

Lamentamos profundamente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pelo atendimento inadequado dos nossos garçons, pois isso não reflete os padrões de qualidade que buscamos oferecer aos nossos clientes. 

Entendemos sua insatisfação ao se sentir ignorado e desvalorizado durante o tempo que permaneceu em nossa mesa. Reconhecemos que falhamos em proporcionar uma experiência acolhedora e atenciosa, e estamos tomando medidas para garantir que isso não se repita.

Agradecemos por compartilhar seus comentários conosco, pois é através deles que podemos melhorar nossos serviços. Esperamos ter a oportunidade de recebê-lo novamente no futuro e mostrar a você a qualidade do nosso atendimento.

Atenciosamente,
[Seu nome]","Atendimento muito ruim. Na entrada, boa recepção, mas o atendimento pelos garçons foi péssima,  parecia até que tinhamos ido pedir favor. Ficamos sentados à mesa por 10 a 15 minutos, e parecia que éramos se vidro. Resolvemos ir embora, pois não pagamos para nos aborrecer e sermos mal atendido. Não voltaremos mais lá e nem recomendamos. As ofertas fora são bem melhores.",112035,32075,,,,,,,,,,,
1984,"Olá, lamentamos muito pela má experiência que você teve em nosso restaurante. Pedimos desculpas pelo erro na reserva, isso não deveria ter acontecido. Quanto ao cardápio, entendemos que você esperava uma variedade maior de opções e vamos revisar a descrição para evitar confusões futuras. Agradecemos por nos trazer essas informações e vamos trabalhar para melhorar nossos serviços.","Péssima experiência... fiz reserva com antecedência.. e no dia simplesmente não havia reserva alguma por erro deles !
Quanto ao atendimento garçons.. razoável sendo que no anúncio diz pizza , massa , batata frita, frango a passarinho .. no entanto só nos serviram  pizza e 01 tipo de massa e a panelinha Goiânia, refrigerante ??? Só no início... comprei no lanche em frente quando  sai, pois mesmo eu pedindo ao garçom não foi servido!",95164,74112,,,,,,,,,,,
1985,"Caro cliente, lamentamos muito pela má experiência que você teve em nosso restaurante. Pedimos desculpas pelo café ter sido servido frio e vamos reforçar nossos procedimentos para garantir que isso não aconteça novamente. Quanto ao valor cobrado, entendemos sua insatisfação e vamos revisar nossos preços para garantir que estejam de acordo com a qualidade dos produtos oferecidos. Agradecemos seu feedback e esperamos ter a oportunidade de lhe proporcionar uma experiência melhor no futuro.","A minha experiência nesse lugar não foi boa. O café veio frio, o pão com queijo e tucumã até que estava bom, mas que não justifica o valor cobrado. Ainda tiveram a audácia de cobrar o valor de 10%. Para quem vai em outros locais de Café da manhã irá se surpreender negativamente com esse estabelecimento.",130595,97957,,,,,,,,,,,
1986,"Caro cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos profundamente que o prato de camarão não tenha atendido às suas expectativas. Vamos revisar nossos processos para garantir que isso não aconteça novamente. Valorizamos seu feedback e esperamos ter a oportunidade de recebê-lo novamente em nosso restaurante.","Ponto positivo atendimento e ambiente.
Ponto muito negativo anunciaram um camarao p 2 pessoas que não atende ao anunciado muito mal servido.Nao voltarei  detalhe não perguntei preco queríamos apenas  comer bem. DECPCAO fomos para outro restaurante para vão dormir com fone",235944,131534,,,,,,,,,,,
1987,"Cara cliente, agradecemos pelo seu feedback sobre a sua experiência em nosso restaurante. Lamentamos que não tenhamos atendido às suas expectativas. Levaremos em consideração seus comentários sobre os drinks e as entradinhas, buscando melhorar a qualidade e o sabor desses itens. Quanto aos pratos principais, vamos revisar nossos preparos para garantir uma experiência mais suculenta e surpreendente. Agradecemos por nos ajudar a melhorar.","Restaurante parecia tradicional e de vanguarda ao mesmo tempo. Mas foi uma decepção total. Pedimos 2 drinks, que não estavam muito saborosos e 2 entradinhas- uma delas um simples bolinho de peixe, bem sem sabor!! Os pratos eram secos, sem suculencia nem surpresas.",220959,118442,,,,,,,,,,,
1988,"Caro cliente, agradecemos pelo seu feedback e ficamos felizes em saber que gostou do atendimento, do ambiente e da nossa tapioca gratinada incrível. Lamentamos não atender às suas expectativas em relação aos cafés especiais. Vamos levar em consideração suas sugestões para melhorar nossa oferta de grãos de café no futuro. Esperamos ter a oportunidade de recebê-lo novamente em nosso restaurante.","Gostei do atendimento, do ambiente, da tapioca gratinada incrível, mas busquei por cafés especiais em Manaus e cai neles, entretanto eles não servem grãos de cafés especiais. Então sai um pouco frustada. Mas de resto, foi ótimo!",235925,131534,,,,,,,,,,,
1989,"Caro cliente, lamentamos saber que você não gostou da sua experiência em nosso restaurante. Gostaríamos de entender melhor os motivos pelos quais você não ficou satisfeito para que possamos melhorar. Agradecemos pelo seu feedback e esperamos ter a oportunidade de lhe proporcionar uma experiência melhor no futuro.",não gostei,189627,15558,,,,,,,,,,,
1990,"Olá, agradecemos pelo seu feedback sobre nosso restaurante. Ficamos felizes em saber que você considerou o preço bom e que a carne de sol teve uma avaliação geralmente positiva. Lamentamos muito pelo incômodo causado pela acústica. Vamos verificar essa questão para melhorar a experiência dos nossos clientes. Obrigada por compartilhar sua opinião.","O preço é bom, a carne de sol varia entre regular e bom mas o problema é a acústica. Muito barulhento, eu não conseguia me escutar.",74471,29644,,,,,,,,,,,
1991,"Caro cliente, lamentamos muito pela má experiência que você teve em nosso restaurante. Pedimos desculpas pelo arroz e feijão frios, assim como pelo frango com gosto estranho. Vamos investigar o ocorrido e tomar as medidas necessárias para garantir que isso não se repita. Agradecemos pelo seu feedback e esperamos ter a oportunidade de oferecer uma experiência melhor no futuro.","Arroz e feijão frios, frangoncom gosto estranho.",130403,85286,,,,,,,,,,,
1992,"Prezado cliente, lamentamos profundamente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pelo péssimo atendimento e pelo longo tempo de espera pela comida. Vamos analisar o ocorrido e tomar as medidas necessárias para evitar que isso se repita. Agradecemos pelo seu feedback e esperamos ter a oportunidade de reconquistar sua confiança em uma próxima visita.","Péssimo atendimento, esperei por mais de uma hora e a comida não veio, levantei e fui em bora. Resumindo péssimo.Mais",221312,121040,,,,,,,,,,,
1993,"Caro cliente, agradecemos pelo seu feedback. Lamentamos pela má impressão causada pela pista de boliche e pelos equipamentos pendentes de manutenção. Levaremos suas observações em consideração e faremos os reparos necessários para melhorar o serviço. Agradecemos por nos informar e esperamos vê-lo novamente em breve.","A pista de boliche está velha, com equipamentos pendentes de manutenção.
De comes e bebes não tenho do que reclamar, mas de serviço está precisando de vários reparos.",13701,25408,,,,,,,,,,,
1994,"Caro cliente, lamentamos sinceramente pela má experiência que você teve em nosso restaurante. Pedimos desculpas pelo atendimento abaixo do esperado e pela falta de treinamento adequado de nossa equipe. Vamos reforçar a importância do comprometimento e profissionalismo com nossa equipe para evitar esse tipo de situação no futuro. Quanto ao gerente, iremos rever a sua disponibilidade para garantir que esteja presente até o fechamento do estabelecimento. Agradecemos por compartilhar seu feedback conosco e faremos o possível para melhorar.","Péssimo atendimento,  funcionários mal treinados e gerente que vai embora antes do fechamento do estabelecimento. Experiência oferecida não vale nem 50% do valor cobrado pelo restaurante.  Prato normal não vale o que o restaurante cobra.",213287,121066,,,,,,,,,,,
1995,"Caro cliente, agradecemos pelo seu feedback e lamentamos que sua experiência não tenha sido satisfatória em relação ao macarrão e à picanha. Vamos verificar nossos processos para garantir que esses pontos sejam melhorados. Em relação ao estacionamento, entendemos sua frustração e vamos analisar a possibilidade de oferecer um serviço de auxílio novamente. Agradecemos pelo elogio ao atendimento de alguns de nossos funcionários e continuaremos trabalhando para oferecer um serviço de qualidade em todas as áreas. Esperamos ter a oportunidade de recebê-lo novamente em nosso restaurante.","Alguns pontos a serem observados, como macarrão empapado, ou a aparência e sabor de uma picanha duvidosa.
Antigamente se tinha alguém para auxiliar no estacionamento, agora nem isso, se você der azar, vai passar mais tempo esperando o dono do outro carro aparecer para você sair do que comendo.

O que salva é o atendimento de alguns atendentes, os mais antigos como te reconhecem são mais simpáticos.",109676,73533,,,,,,,,,,,
1996,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos muito que a pizza e o espetinho de carne não tenham atendido às suas expectativas. Vamos rever nossos processos para garantir que a qualidade dos alimentos seja sempre a melhor possível. Quanto ao atendimento, também vamos reforçar a importância de um serviço cordial e eficiente. Agradecemos seu feedback e esperamos ter a oportunidade de surpreendê-la positivamente em uma próxima visita.","Pizza ruim, espetinho de carne azedo, a massa muito mole. O atendimento chega a ser pior que a comida.",106782,71950,,,,,,,,,,,
1997,"Cara cliente,

Agradecemos por compartilhar sua opinião sobre a atmosfera do nosso restaurante. Lamentamos que você tenha sentido falta da atmosfera boêmia que costumava existir. Estamos sempre buscando maneiras de melhorar e valorizamos seu feedback. Esperamos que você nos dê outra chance no futuro.

",Long se foi a atmosfera boêmia. Os clientes estão todos mortos ou ausentes.,85677,46217,,,,,,,,,,,
1998,"Caro cliente, agradecemos pelo seu feedback. Lamentamos que você tenha achado os preços altos. Estamos sempre buscando maneiras de melhorar e oferecer opções mais acessíveis. Esperamos que você nos dê outra oportunidade no futuro.",Muito caro.,115398,65478,,,,,,,,,,,
1999,"Prezada cliente, 

Agradecemos por compartilhar sua experiência conosco. Ficamos felizes em saber que você apreciou o sabor e a qualidade dos nossos alimentos, isso é muito importante para nós. No entanto, lamentamos profundamente pela demora no atendimento que você enfrentou durante sua visita. Reconhecemos que a entrada demorou a ser servida e que houve atraso na entrega dos pratos de sobremesa, mesmo após o pedido ter sido feito duas vezes. Entendemos que isso tenha sido decepcionante para você.

Gostaríamos de pedir desculpas pelo inconveniente causado e assegurar que estamos tomando medidas para melhorar nosso serviço de atendimento. Valorizamos a satisfação dos nossos clientes e estamos comprometidos em oferecer uma experiência agradável em todas as visitas.

Agradecemos novamente pelo seu feedback e esperamos ter a oportunidade de recebê-la novamente em nosso restaurante para que possamos proporcionar uma experiência melhor. 

Atenciosamente, 
A equipe do restaurante","Questão de sabor e qualidade dos alimentos, não posso reclamar. Nota 10. Porém, o que realmente faz a diferença, é a qualidade no atendimento. Infelizmente, hoje, deixou muito a desejar no quesito atendimento: a entrada demorou a ser servida. Após os parabéns, demoraram a colocar os pratos de sobremesa... pedimos 2 vezes. Pode ser pontual... mas decepcionou!",10203,8942,,,,,,,,,,,
2000,"Olá, agradecemos pelo seu feedback. Lamentamos que tenha tido uma má experiência em nosso restaurante. Vamos levar em consideração seus comentários sobre o tamanho do local e a temperatura. Também iremos rever o esquema de venda de bebidas para melhorar. Pedimos desculpas pelo comportamento inadequado do segurança, vamos garantir que isso não se repita. Esperamos que nos dê uma nova oportunidade no futuro.","Lugar muito pequeno, quente, esquema de venda de bebidas ultrapassado... Fora q um segurança era muito mal preparado, tratando mal os clientes...",60645,65567,,,,,,,,,,,
2001,"Olá, agradeço por compartilhar sua opinião sobre nossa comida. Lamentamos que você tenha achado sem tempero e sem graça. Vamos revisar nossos processos para garantir que isso não aconteça novamente. Esperamos ter a oportunidade de recebê-la novamente para uma experiência melhor.",Comida sem tempero é totalmente sem graça…. Uma decepção pq havia sido muito bem recomendado!! Espero que tenha sido um mal dia para a casa….,208212,121580,,,,,,,,,,,
2002,"Caro cliente, agradecemos pelo seu feedback. Ficamos felizes em saber que você gostou do som e do pagode em nosso restaurante. Em relação à estrutura, estamos cientes da necessidade de melhorar a climatização para proporcionar um ambiente mais confortável. Quanto à comida, ficamos felizes em saber que você achou boa e diversificada. Vamos trabalhar para melhorar o rodízio e garantir que a reposição de carne seja constante nas mesas. Em relação ao preço, agradecemos por mencionar que está de acordo com suas expectativas. Agradecemos novamente pelo seu feedback e esperamos recebê-lo novamente em breve.","Quanto ao ambiente:
- som, pagode - muito bom
- estrutura: precisa melhorar quanto a climatização, muito quente, calor.
Quanto a comida: boa, diversificada, precisando melhorar o rodízio, que precisa ser constante nas mesas, passamos uns minutos sem carne no prato.
Preço: no preço",67878,67350,,,,,,,,,,,
2003,"Caro cliente, agradecemos por compartilhar seu feedback conosco. Lamentamos sinceramente pela demora em nosso atendimento. Estamos trabalhando para melhorar e agilizar nossos serviços. Esperamos ter a oportunidade de recebê-lo novamente e oferecer uma experiência mais satisfatória.",Atendimento vagaroso,159852,30508,,,,,,,,,,,
2004,"Caro cliente,

Agradecemos por compartilhar sua experiência conosco e lamentamos sinceramente pelo ocorrido. Pedimos desculpas pela confusão com a finalização do arroz de polvo, entendemos sua insatisfação com a presença do coentro. Vamos reforçar a importância da comunicação clara entre nossa equipe para evitar esse tipo de equívoco no futuro.

Quanto à qualidade do prato, também lamentamos que o polvo não tenha sido cozido corretamente e que o sabor do vinho tenha se sobressaído de forma desagradável. Levaremos suas observações em consideração para aprimorar nossos processos na cozinha.

Agradecemos por nos alertar sobre esses pontos negativos e reforçamos nosso compromisso em oferecer uma experiência gastronômica de qualidade. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência verdadeiramente satisfatória.

Atenciosamente,
Equipe do restaurante","O local é muito requintado, fui muito bem recepcionado. Porém solicitei no cardápio um arroz de polvo e dizia na descrição que o mesmo era finalizado com salsinha , ok! Quando o prato foi posto na mesa senti o forte cheiro de vinho, dou a primeira garfada e descubro que o arroz foi finalizado com COENTRO ( odeio coentro), chamei o garçom e pedi pra retirar o prato e falei que pagaria mas não queria comer . Ele prontamente retirou o prato e fez questão de mandar preparar outro e pediu desculpas . Não demorou muito outro prato foi feito e servido , vou deixar a minha avaliação do prato …. O polvo foi mal cozido estava borrachudo e o vinho tomou conta de tudo , não foi bem preparado , prato caro e mal preparado .",198061,94499,,,,,,,,,,,
2005,"Caro cliente, lamentamos profundamente pelas experiências negativas que você teve em nosso restaurante. Pedimos desculpas pela falta de atenção e pelos erros cometidos em relação aos seus pedidos. Levaremos suas observações em consideração para melhorar nosso serviço e garantir que isso não se repita no futuro. Agradecemos por nos informar e esperamos ter a oportunidade de recebê-lo novamente para proporcionar uma experiência positiva.","Na realidade  já fui  3 vezes e tive  3 decepções
A primeira pedi  uma  matrixan recheada com banana  não  veio  Só mais  na conta  veio  cobrando
Na segunda vez pedi  uma banda  de  tambaqui uma  porção  de feijso  e um  refrigerante  veio  2 porções de feijao e não  veio  o refrigerante
A 3 vez  pedi  uma  banda  de  tambaqui  e uma  porção de feijao a porção  de  feijao  não  veio  acho  que  estou  sem  sorte  o local  é ótimo  a comida  é otima só está  faltando profissional fica a dica",75598,29062,,,,,,,,,,,
2006,"Caro cliente, lamentamos muito pela experiência negativa que você teve em nosso restaurante. Entendemos sua frustração ao receber um prato diferente do que você havia solicitado. Vamos investigar o ocorrido internamente para evitar que situações como essa se repitam. Agradecemos por compartilhar sua opinião e esperamos ter a oportunidade de proporcionar uma experiência melhor no futuro.",Péssima! Pedi picanha e me serviram bife.,141543,98253,,,,,,,,,,,
2007,"Olá,

Agradecemos por compartilhar sua experiência conosco. Lamentamos muito que sua segunda visita não tenha correspondido às suas expectativas. Pedimos desculpas pelo filet mignon mal passado e pela falta de tempero adequado. 

Valorizamos muito a atenção e o profissionalismo de nossa equipe de atendimento, e ficamos felizes em saber que a atendente foi atenciosa em relação ao seu problema. No entanto, entendemos que a ausência do gerente foi uma falha em nosso serviço.

Levaremos suas observações em consideração para melhorar nosso atendimento e garantir que situações como essa não se repitam. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência gastronômica mais satisfatória.

Atenciosamente,
A proprietária do restaurante","Estamos passeando em Manaus.  Fui no restaurante na semana passada e todos os pratos de peixe estavam muito bons. Voltei hoje e pedimos um filet mignon mal passado. Ele veio ao ponto. Reclamamos e voltou um filet mal passado mas sem sal, pimenta, enfim, muito...ruim. A atendente, muito atenciosa, pediu mil desculpas. Mas o gerente não apareceu.Mais",222577,122611,,,,,,,,,,,
2008,"Caro cliente, 

Lamentamos sinceramente pela má experiência que você e sua noiva tiveram em nosso restaurante. Pedimos desculpas pela confusão em relação à promoção do combinado para dois e a porção de guioza. Reconhecemos que houve uma falta de comunicação interna, o que resultou em informações contraditórias por parte da nossa equipe. 

Gostaríamos de esclarecer que a promoção realmente estava em vigor, mas houve um mal entendido quanto à sua disponibilidade no momento em que vocês visitaram o restaurante. Estamos revisando nossos procedimentos internos para evitar que situações como essa se repitam no futuro. 

Valorizamos muito a satisfação dos nossos clientes e esperamos ter a oportunidade de recebê-los novamente em nosso estabelecimento para proporcionar uma experiência positiva. 

Atenciosamente, 
Equipe do restaurante","Tivemos uma péssima experiência! Levei minha noiva no dia da mulher, havia uma publicação no Instagram sobre uma promoção em que você pedia um combinado para dois e ganhava uma porção de guioza. A atendente informou que a promoção havia sido cancelada! Como assim, a publicação tinha sido uma hora antes! Outro atendente ainda informou que havia a promoção, e vi a atendente comentar com ele depois, provavelmente dizendo para cancelar os guiozas. Má vontade total! Não volto mais lá.",116880,46275,,,,,,,,,,,
2009,"Prezado cliente, lamentamos sinceramente pela experiência que você teve em nosso restaurante. Reconhecemos que houve uma lentidão extrema no serviço, mesmo com o estabelecimento não estando cheio. Pedimos desculpas por não cumprir o prazo estabelecido e por não demonstrar compromisso com você. Vamos revisar nossos processos internos para garantir que isso não aconteça novamente. Agradecemos por nos informar sobre essa situação e esperamos ter a oportunidade de oferecer uma experiência melhor no futuro.","Lentidão extrema, a casa não estava cheia, deram um prazo de 20 minutos e demorou 1 hora, sem compromisso com o cliente.",63316,17249,,,,,,,,,,,
2010,"Caro cliente, lamentamos sinceramente pela experiência negativa que você teve com o tempo de entrega informado. Nós nos esforçamos para fornecer estimativas precisas, mas entendemos que desta vez não atendemos às suas expectativas. Vamos revisar nossos processos internos para garantir que isso não aconteça novamente. Agradecemos seu feedback e esperamos ter a oportunidade de servi-lo novamente no futuro.",tempo de entrega informado completamente diferente da realidade,204945,111439,,,,,,,,,,,
2011,"Caro cliente, lamentamos muito pela experiência negativa que você teve em nosso restaurante em setembro de 2021. Pedimos desculpas pela comida fria e pelo sabor estranho que você encontrou. Vamos investigar imediatamente o ocorrido para garantir que isso não se repita. Agradecemos seu feedback e esperamos ter a oportunidade de recebê-lo novamente para uma experiência gastronômica mais satisfatória.","Fui aí em setembro de 2021. A comida é fria, e o gosto estava um pouco estranho.",104401,69579,,,,,,,,,,,
2012,"Caro cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos pelo inconveniente causado pela demora em trazer o expresso e pela colher inadequada para mexer o café. Vamos reforçar a importância da agilidade no atendimento e da disponibilidade de utensílios adequados com nossa equipe. Quanto à limpeza do ambiente, vamos revisar nossos procedimentos para garantir que atendam às expectativas dos nossos clientes. Esperamos ter a oportunidade de recebê-lo novamente para proporcionar uma experiência melhor.","Bom. Cheguei sábado por volta das 10h e solicitamos um café com leite, um misto e expresso. Serviram o café com leite, misto e não trouxeram o expresso.
Tivemos que pedir umas três vezes pra trazerem. E a colher que me deram pra mexer o café era uma colher de sopa, enorme. Não tinha muita gente e as pessoas que tinha já estavam servidas. A limpeza do ambiente pra mim deixou a desejar.",146822,99094,,,,,,,,,,,
2013,"Olá, lamentamos muito pela experiência negativa que você teve com a nossa pizza. Pedimos desculpas pelo erro no seu pedido e entendemos a sua frustração. Vamos tomar providências para garantir que isso não aconteça novamente. Agradecemos o seu feedback e esperamos ter a oportunidade de reconquistar a sua confiança.","Minha filha foi buscar a pizza na do Mundi, justamente pq a do Vieiralves é outro padrão.
Pediu sem molho e sem cebola, VEIO ENTUPIDA DE CEBOLA.
realmente precisa fechar.",103841,73992,,,,,,,,,,,
2014,"Caro cliente, lamentamos profundamente que a sua experiência conosco não tenha sido satisfatória. Nós levamos em consideração o seu feedback sobre o bacalhau em posta e estamos trabalhando para melhorar a qualidade de nossos pratos. Agradecemos por compartilhar sua opinião e esperamos ter a oportunidade de recebê-lo novamente em nosso restaurante.",Pensa em um restaurante português meia boca horrível o bacalhau em posta u acho que o pior que já comi,16429,18549,,,,,,,,,,,
2015,"Caro cliente, lamentamos muito pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pelo atendimento desatento e pela qualidade insatisfatória dos pratos que você mencionou. Levaremos suas críticas em consideração para melhorar nossos serviços. Agradecemos por compartilhar sua experiência conosco.","Atendente não presta atenção no pedido,sopa de caranguejo é igual creme de leite, farofa de camarão com bastante óleo, não voltaremos",60625,61620,,,,,,,,,,,
2016,"Caro cliente, lamentamos profundamente pela má experiência que você teve em nosso restaurante. Pedimos desculpas pelo atendimento inadequado que você recebeu. Reconhecemos que houve uma falha por parte de nossa equipe ao não lhe dar a devida atenção desde o momento em que você chegou. Isso não reflete a qualidade de serviço que buscamos proporcionar aos nossos clientes. Agradecemos por compartilhar sua experiência conosco e garantimos que tomaremos medidas para melhorar o treinamento e a capacidade de nossa equipe de atendimento. Esperamos ter a oportunidade de recebê-lo novamente no futuro para que possamos oferecer uma experiência positiva e satisfatória.","Fiquei totalmente decepcionado com o atendimento.

Cheguei ao local, e, talvez por não estar tão bem vestido quanto as outras pessoas (única explicação!), praticamente fui ignorado pelos atendentes. Fiquei aguardando 10 ou 15 min até implorar pra alguém anotar meu pedido. Na hora do pagamento, mesma coisa. Simplesmente a atendente jogou a nota com o valor na mesa e foi embora. Se eu não peço a maquineta pra pagar, iria ficar até o shopping fechar esperando.

Ridículo o atendimento, pífio. Atendentes sem menor capacidade de atender alguém ou por incompetência ou falta de treinamento. Enfim, NUNCA mais voltarei nesse local.",235918,131534,,,,,,,,,,,
2017,"Olá,

Lamentamos muito que a sua experiência em nosso restaurante não tenha sido satisfatória. Pedimos desculpas pelo barulho e falta de música, vamos verificar o que podemos fazer para melhorar esse aspecto. Além disso, estamos cientes de que a espera pela pizza foi longa e que a qualidade não atendeu às suas expectativas. Vamos revisar o nosso processo de preparo para agilizar o serviço e garantir que todas as pizzas sejam bem recheadas.

Quanto ao hambúrguer, entendemos que você não ficou satisfeita com a nossa opção de domingo e segunda-feira. Vamos avaliar a receita e fazer as melhorias necessárias. Quanto à fila na entrada do restaurante, vamos reavaliar a organização para garantir que todos sejam atendidos de forma adequada.

Agradecemos pelo seu feedback e vamos trabalhar para corrigir esses pontos negativos. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência melhor.

Atenciosamente,
A equipe do restaurante.","Barulhento, sem música, pessoal do serviço sem experiência, a pizza demora a chegar e n é boa, é fina e quase sem recheio. Fui pra conhecer e não volto mais. O hambúrguinho que tem aos domingos e segundas é o caos. Falta de respeito chamar aquilo de hambúrguer. O lugar não é bonito e tem uma fila enorme pra entrar. Fecha às 22h sai às 21hrs e tinha uma fila considerável do lado de fora. Fiquei com dó das pessoas da fila pois mesmo que entrassem não iam comer direito poq a distribuição dos garçons é PESSIMA! Aah com o óleo do frango a passarinho dava pra fritar a batata frita.",106735,71808,,,,,,,,,,,
2018,"Caro cliente, agradecemos pelo seu feedback. Lamentamos que você não tenha ficado satisfeito com nosso atendimento. Estamos sempre em busca de aprimorar nossos serviços e iremos trabalhar para melhorar nesse aspecto. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência mais positiva.",Podendo melhorar mais o atendimento,203118,69337,,,,,,,,,,,
2019,"Olá, agradecemos por compartilhar seu feedback sobre a carne servida em nosso restaurante. Lamentamos que você tenha encontrado a carne seca e dura. Vamos revisar nossos processos para garantir que isso não aconteça novamente. Agradecemos pela sua compreensão.","A carne estava muito seca e dura
",74466,17958,,,,,,,,,,,
2020,"Caro cliente, 

Agradecemos por compartilhar sua experiência conosco e pelo elogio ao nosso restaurante. Ficamos felizes em saber que você se divertiu em nosso estabelecimento durante o final de semana. Esperamos que você retorne em breve para aproveitar mais momentos especiais conosco. 

Atenciosamente, 
Equipe do restaurante",Um lugar especial pra gente se divertir no final de semana top demais mano,38100,64384,,,,,,,,,,,
2021,"Caro cliente, lamentamos profundamente que tenha tido uma experiência negativa em nosso restaurante. Agradecemos por nos fornecer seu feedback e gostaríamos de nos desculpar por qualquer inconveniente causado. Estamos comprometidos em melhorar nosso atendimento e garantir que todos os clientes se sintam bem-vindos e bem atendidos. Agradecemos novamente por nos informar e esperamos ter a oportunidade de recebê-lo novamente em breve.",Pessimao atendimento,113117,48032,,,,,,,,,,,
2022,"Olá, agradecemos pelo seu feedback sobre a sobremesa. Lamentamos que você não tenha ficado satisfeita com a aparência do mousse. Vamos revisar nossa receita para melhorar a apresentação. Agradecemos por nos informar e esperamos ter uma nova oportunidade de lhe proporcionar uma experiência melhor.",A sobremesa parecia uma cobertura de bolo do que um mousse,182145,91006,,,,,,,,,,,
