IDComentario,comentario
203872,"Entregador fica muito tempo com o pedido"
203930,"Veio faltando um item do Combo, antes da entrega, estava falando normal com o estabelecimento. Mas quando chegou a entrega com o item faltando não me responderam mais."
203938,"De todos os pedidos que já fiz, esse sem dúvidas foi o pior. Paguei por um extra que não veio, o açaí veio com pouquíssimo recheio e sempre coloco na observação para se atentarem. Esse pedido foi péssimo. "
203986,"não veio a bebida"
204000,"Frango estava muito seco, apesar de eu ter colocado suculento "
204006,"Maionese está ruim, gosto amargo."
204020,"Lasanha com gosto e cheiro de queimado. Salgadíssima!"
204022,"Mandaram purê de saco em um prato de mais de 50 reais. Tá de brincadeira… "
204035,"O Refrigerante chegou super quente e o entregador veio sem máscara "
204099,"Comprei uma caixa de cookies (item caro) que chegaram na véspera de vencer. Mas já estavam horríveis, secos e com sabor intragável. Não conseguimos comer! Entrei em contato com a loja e fui ignorada. Absurdo!"
204219,"Pedi 3 postas de bisteca de tambaqui, mas foi entregue errado caldeirada de tambaqui."
204233,"Demorou mais de 40 minutos depois do prazo estipulado"
204234,"Peixe mal assado, costelas amargas, não recomendo."
204242,"muito atraso comida fria"
204335,"Carne de sol muito muito muito muito SALGADA!!! Tentei  comer com Goiabada pra não ter que jogar fora mas infelizmente não deu. Eu sou acostumada a comer carne de sol mas essa veio sem condições. "
204392,"Faltou o tambaqui simplesmente não veio "
204442,"pizza chegou lacrada. Mas estava revirada, todo o recheio caiu para um lado. A caixa estava pesada de um só lado. Abrindo estava tudo revirado. Motoqueiro parece ter participado de uma corrida de motocross, pois todos os ingredientes dos dois sabores vieram misturados."
204443,"Pizza de mozarela e 3 azeitonas"
204467,"Longe de ser uma comida mexicana…"
204491,"Dessa vez veio péssimo, oleosa demais. Assada em excesso q deixou a massa ruim. Totalmente sem sabor "
204499,"não recebi meu pedido e o valor foi cobrado "
204539,"Pedido gelado e coca cola quente. Meu pedido ficou rodando uma hora até chegar. Numa terça feira a noite qualquer."
204719,"Pedido simples e ainda enviam errado. Liguei e atendente disse que enviaria o pedido correto. Desisti após 1:30 e nada do pedido correto. E a comida que veio é ridiculamente ruim. Péssima qualidade. Nunca mais."
204821,"Pedido atrasou mais de 40minutos"
204832,"Liguei, ajustei a permuta de farofa, escrevi no pedido e veio a farofa… falta de cuidado…"
204928,"no cardápio está arroz com brócolis,mas veio um arroz  verde muito estranho sou cliente do bom prato mas dessa vez  não fiquei satisfeito ? "
204935,"Sugiro melhorar o tempero da comida e mais cuidado com a entrega para evitar atrasos "
204944,"Veio errado! Pedi um Banda de Tambaqui e veio Matrinxã "
204945,"tempo de entrega informado completamente diferente da realidade"
204981,"As verduras duras, pareciam cruas, não estava muito quente (restaurante perto) e a carne era dura tbm. "
204986,"carne dura demais, poucos legumes "
205039,"Veio masssuda, em vez da massa fina e crocante."
205178,"Faltou itens do pedido e quando veio , ainda veio errado . "
205180,"O refrigerante não veio e não tive retorno do meu dinheiro "
205181,"Batatinha frita veio muito oleosa e murcha, não vale a pena pedir. "
205233,"Atrasou muito, chegou tudo frio e duro. "
205236,"O pedido atrasou, os tacos não são crocantes e nem tem a opção de escolher que seja, os molhos vem separados eu tive praticamente q é montar meu próprio taco."
205245,"Pedi dois molhos e paguei até por um que era adicional e só me enviaram um, e nem me disseram como ficaria a situação "
205257,"O chilli está muito doce. "
205307,"O que aconteceu? O unico carbonara da cidade realmente CARBONARA, veio hoje creme com creme de leite e bacon. Que tristeza."
205322,"Pizza era meia mozarela e meia calabresa, porém veio toda misturada "
205324,"Não gostei. A pizza  portuguesa parecia q não tava assada. Muito presunto e meio cru. Muito orégano. E nem parecia q tinha borda recheada. A margarita muito oleosa e o sabor péssimo. Pedi p tirar cebola e parmesão e veio e foi muito. Olha já comi a pizza da coliseu outras vezes, mas essa foi horivel"
205327,"Pizza pessimamente assada! Massa crua e grudada no fundo da embalagem! Fiquei muito triste pela qualidade, ja comi há muito tempo atrás e não era assim."
205329,"Atraso e pizzas frias e com a massa dura e ressecada"
205332,"Horrível, não comprem. "
205340,"Horrível , pizza massa crua é totalmente fria e dura ,  pedido diferente da entrega ! Lasanha fria parece feita em micro-ondas ! Pedimos outra comida ! "
205395,"pedido com atraso de quase 1h"
205397,"Achei as almôndegas muito pequenas e não vieram quentes "
205401,"Pior comida fit que eu já pedi na vida. Gelada, frango duro e entupido de sal e gordura. Arroz quase cru e  não vieram legumes braseados. Nem a acidez da berinjela tiraram."
205415,"Demorou muito. Atrasou mais de uma hora a entrega e quando se entra em contato pela chat nada se resolve"
205429,"Pedi uma chapa mista que viria com 100g de calabresa, veio 5 pedaços, no máximo 50g, parece piada. Ainda tentei informar pelo whatsapp, visualizaram e nem me responderam"
205433,"Fiz o pedido de 2 milk shake e batata com cheedar e bacon. Antes de receber o pedido me mandaram msg dizendo q o sabor do milk shake q eu pedi não tinha, pediram pra eu escolher outro, até aí ok, ao menos me avisaram né, quando recebi o pedido, a batata não veio com queijo nem com bacon, triste."
205516,"não foi bom, carne seca pastel e batata mal fritos tudo frio farofa queimada horrivel"
205604,"Pedido servido em quantidade bem menor do que no restaurante!! "
205605,"toast salmon: salmão com textura estranha, mole e se desfazendo, muito ruim e nao veio maçaricado (alem de chegar  atrasado)"
205612,"pouquíssimo ceviche"
205732,"Pelo valor que é cobrado a comida deveria ser muito melhor, principalmente em se tratando da carne de sol. Eu perguntei do garçon se a carne não era seca e ele disse que era suculenta.... mas quando a carne chegou, estava já passada do ponto...Mais"
205757,"Não gostei . Pedi um nhoque de macaxeira com Molho de cogumelos. Horrível. Macaxeira amarra na boca, molho pesado, sem sabor. Espaguete ao sugo para criança que deveria ser básico cheio de coentro. Supremo de tambaqui do meu esposo ok, mas nada de excepcional. Acompanhamento...de macaxeira também mal cozido. Não recomendo. Mais nome do que entrega.Mais"
205758,"Nota 2, péssima experiência, atendimento péssimo, demorado, comida nada demais, passei vergonha com meus amigos de fora."
205760,"Decepção total! Fui com muitas expectativas porque esse restaurante foi sempre muito bem recomendado. Como não estava com muita fome, pedi apenas uma entrada de isca de pirarucu. A isca estava péssima, sem gosto de peixe, tinha gosto de bolinho de arroz sem glúten que...vende em supermercado (gosto de vento). A isca vem numa tapioca típica da região norte, mas o garçom não explica que essa tapioca é super dura, horrível de comer, parece que vai quebrar o dente. Não tinha gosto de nada a comida, que decepção! Fora que caríssimo! A sobremesa também estava bem razoável, me indicaram sorvete com castanha caramelizada e uma calda típica, mas achei o gosto bem enjoativo. Infelizmente não tive uma boa experiência e a conta saiu bem cara. Eu comi melhor em restaurantes mais simples em Manaus, pagando muito mais baratoMais"
205841,"Estive na cachaçaria para happy hour promovido por um amigo de S. Paulo quando estive em Manaus a trabalho. Estava cheia e foi difícil achar um garçom que nos ajudasse a achar uma mesa livre. Por fim achamos um lugar por conta própria. Como os...Mais"
205853,"Tivemos dificuldade de encontrar o restaurante e quando o fizemos, foi impossível entrar por causa da fila de espera e de olhares estranhos em nossa direção, que nos constrangeram. Estávamos bem suados por causa da caminhada para achar o restaurante e do calor manauara..."
205859,"Um buffet até que interessante, mas claramente falta treinamento e cuidado com os clientes. Minha esposa, gestante, não pode comer carne mal passada (só se serve carne assim nessa churrascaria). Depois de falar 4 vezes com o chefe do salão sobre isso, recebemos um garçom...na mesa com um prato com alguns pedaços de carne queimada, como quem diz: tá aí a carne no ponto que você queria. Um verdadeiro desrespeito.  Os cortes são razoáveis, porém quase sem tempero.   Pelo preço, há uma porção de opções melhores em Manaus.Mais"
205860,"Uma mer@*, não vem carne, aglomeração, barulho pra caral@*$, derrubaram copos de vidro no chão e me cortaram, derrubaram carne na mesa e tacaram no prato. Sushi de carne,estavam cruas algumas, resumindo, uma bosta."
205969,"Como vários amigos tinham recomendado, resolvi conhecer. Mas , não fui na Cachaçaria do shopping e sim na do bairro. Os drinks são muito interessantes. Mas, foi a única coisa que eu gostei. O atendimento é ruim. Também não dei sorte com as pessoas que...Mais"
205973,"Dá pena ver um local com bastante atratividade se deteriorar por conta de uma rapaziada mal treinada e simples de resolver. Existem muitos profissionais no ramo que dariam um jeito em no máximo três meses.    Leia mais: http://amigogourmet.webnode.com/news/manaus-cacha%c3%a7aria-do-dede/"
205974,"Esta cachaçaria, acho que por ser um dos poucos locais descentes para Happy Hour em Manaus, oferece um atendimento de péssima qualidade. Os gestores desse restaurante deveriam investor um pouco mais em treinamento. A qualidade da comida é ótima, mas em função da péssima qualidade...Mais"
205976,"Estamos passeando em Manaus.  Fui no restaurante na semana passada e todos os pratos de peixe estavam muito bons. Voltei hoje e pedimos um filet mignon mal passado. Ele veio ao ponto. Reclamamos e voltou um filet mal passado mas sem sal, pimenta, enfim, muito...ruim. A atendente, muito atenciosa, pediu mil desculpas. Mas o gerente não apareceu.Mais"
205980,"Se você estiver sozinho, o Banzeiro NÃO É UMA BOA OPÇÃO! Não tem pratos individuais (vergonha) os pratos são apenas para duas pessoas, e o valor individual é 60% do valor. Entradas apenas grandes, tentei falar com a gerente para fazer meia entrada pois TODAS...vem grande quantidade, e a mesma falou que não seria possível…. Estou em Manaus a trabalho, e só perdi meu tempo! VERGONHA!!! Sai sem comer!Mais"
206002,"Mesa de 22 pessoas e colocaram somente 1 garçom para atender. Sistema de anotar o pedido arcaico para um restaurante deste nível. Tudo demorou, até o pedido de uma simples agua. Quando a comida chegou, não sabiam de quem eram os pratos. A comida estava...Mais"
206011,"Atendimento precário. Ambiente bom, mas o prato principal chegou a demorar quase 40 minutos! O peixe estava muito bom, mas o arroz estava duro e um tanto frio. Foi um tanto decepcionante."
206021,"Não atende o que propõe!! No dia em que visitamos o restaurante (01/01/2020), não havia no bufê a comida japonesa anunciada pelo restaurante e os garçons demoravam muito tempo para passar com as carnes no rodízio! Bufê bem simples que nem de longe justifica os...R$ 100,00 cobrados por pessoa. Não recomendo!Mais"
206024,"Péssima experiência,  buffet  pobre, carnes duras, poucas guarnições, não recomendo,além disso, preço caro, pelo custo x benefício!"
206032,"Restaurante Tradicional em Manaus com mais de 30 anos de casa. Há dois ambientes distintos ambos climatizados, o local é simples mas estava bem decorado quando visitei. Fui sozinho e reparei que no cardápio há poucas opções de pratos para uma pessoa. Pedi uma carne...Mais"
206083,"Para o atendimento ser ruim tem que melhorar muito! Todos os pedidos saíram errados. Tem que ter paciência. Boa sorte!!"
206084,"Fui com minha família num domingo por volta de 13 horas, havia algumas mesas disponíveis, porém os atendentes são muito ruins,"
206095,"Cheguei umas 10 e pouco da manhã (o que acredito ser um horário razoável. Inclusive, outras pessoas chegaram depois de mim) e tudo já estava com uma terrível cara de fim de festa. As comidas ficavam num bandejão e tinham péssimo aspecto (e péssimo gosto...Mais"
206096,"Fui ao Tapiri com minha família que estava a passeio em Manaus. Resolvi arriscar e levá-los para provar o famoso café regional. Todos detestaram. Comidas ruins, pouca variedade e atendimento pior ainda, tratam o cliente como se estivessem fazendo um favor (o que é comum...Mais"
206097,"Vo te falar, muito ruim, nem cachorro aguenta come, mt caro tb, 27 reais por pessoa, caracaaa. A comida eh mt velha e mt ruim, tudo duro, o bolo pior que de padaria. Fuja!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
206134,"Menos zero seria minha avalição! Paguei quase 60 reais em uma comida lixo eu nunca mais vou este restaurante no manaura shopping. No manaura shopping DIVINO FOGÃO  E um verdadeiro lixo a carne péssima qualidade dura que nem uma pedra e fria   NÃO RECOMENDO Divino...Fogão Avenida Mario Ypiranga 1300 | Manauara Shopping, Manaus, Amazonas (Estado) 69053-165, BrasilMais"
206135,"Optamos por comer neste restaurante, por ser um tipo de comida caseira. Escolhemos o prato executivo, mas tem.a opção self-service, com preço acima de R$60 o kg. Nossa refeição estava com o sabor do feijão de queimado, não reclamamos, pois estávamos com fome e poderia...demorar para nos trazerem outro. O prato é bem simples, valor de R$ 19,90,  vem com arroz, feijão, batatas fritas,  uma folha de alface e duas rodelas de tomate, na foto anexa tem mais, pois foi passado do outro prato Atendimento normal, espera de uns 15 minutos após o pagamento.Mais"
206136,"Atendimento péssimo,  cara feia, parece que vamos atacar as vasilhas e as atendentes vão nos atacar de volta, alem da comida fria. Pelo menos no Manauara foi assim."
206141,"Poucas opções de comida, que me pareceu bem trivial e sobretudo bastante cara (inclusive o suco de laranja). Não pretendo retornar."
206172,"Fui la e comi uma carne assada, tive uma infecção terrivel, fiquei internada por conta disso, me arrependo profundamente de ter iso la. So Deus sabe o que eu passei. Nem eu e nem minha família voltaremos la!!"
206188,"Estamos passeando em Manaus.  Fui no restaurante na semana passada e todos os pratos de peixe estavam muito bons. Voltei hoje e pedimos um filet mignon mal passado. Ele veio ao ponto. Reclamamos e voltou um filet mal passado mas sem sal, pimenta, enfim, muito...ruim. A atendente, muito atenciosa, pediu mil desculpas. Mas o gerente não apareceu.Mais"
206192,"Se você estiver sozinho, o Banzeiro NÃO É UMA BOA OPÇÃO! Não tem pratos individuais (vergonha) os pratos são apenas para duas pessoas, e o valor individual é 60% do valor. Entradas apenas grandes, tentei falar com a gerente para fazer meia entrada pois TODAS...vem grande quantidade, e a mesma falou que não seria possível…. Estou em Manaus a trabalho, e só perdi meu tempo! VERGONHA!!! Sai sem comer!Mais"
206308,"Fomos em um grupo de 25 pessoas para jantar, mas à tarde já fizemos uma prévia do que iríamos comer, justamente para que não houvesse uma espera muito grande. Fomos através de recomendação.Não sei o que aconteceu: o jantar demorou mais de hora para ser...Mais"
206312,"O lugar é bonito, lutamos por uma mesa, mas o Atendimento foi da pior qualidade. Uma porção de tambaqui em cubinhos que mal serve uma pessoa por 40 reais? Não volto, não indico! O garçom estava perdido em meio a tanta gente. Saímos decepcionados e...Mais"
206351,"Climatização horrível  Atendimento igual Preço exorbitante  Solicitei a presença do responsável pra reclamar ele se escondeu"
206357,"Faz tempo que o Choupana deixou de ser uma peixaria daquelas que você indica a alguém sem medo. Nas últimas vezes que fui, só me decepcionei: peixe escolhido para a moqueca trocado, peixe do risoto com camarão com gosto e cheiro horríveis, como se estivesse...Mais"
206363,"Foi neste restaurante com minha esposa almoçar. A entrada estava boa, pastéis. Já o prato principal não. Pedi o carre de cordeiro com risoto. O risoto estava doce, minha esposa inclusive brincou comigo dizendo que era a sobremesa. Minha esposa pediu a fraldinha com batatas....Mais"
206365,"Fui durante a semana almoçar no local. Pedi o menu executivo. A julgar pelos nomes dos pratos, tudo parecia maravilhoso, mas infelizmente estava bem abaixo da proposta do local e também da minha espectativa. Entrada: uma bruschetta de salmão com queijo derretido em cima e...Mais"
206419,"Ambiente, comida e atendimento satisfatório, mas...inexplicavelmente, logo depois das 22h, mesmo com reclamação, a música ambiente foi transformada em boate, com música de gosto duvidoso,  cujo volume nos obrigou a ir embora.  Resultado: ao que parece, o restaurante,  aparentemente de ambiente agradável para o jantar,...Mais"
206423,"Tive ontem no Barollo sem fazer reserva e foi decepcionante. Uma bagunça, pessoas entrando na minha frente, esperei uma hora e meia, e quando fui reclamar a atendente, com uma folha de papel toda rabiscada, me disse que estava uma “confusão” (como assim?!) ... pedi...Mais"
206427,"Que decepção...Atendimento sem classificação... esqueceram todos os pedidos e ficaram de ma educação e ainda sem guardanapo Precisa parar e ver o q está acontecendo com a equipe."
206428,"Tive uma péssima experiência no choupana, esqueceram todos os pratos possíveis, ainda n tem guardanapo na mesa."
206431,"Comida sem tempero é totalmente sem graça…. Uma decepção pq havia sido muito bem recomendado!! Espero que tenha sido um mal dia para a casa…."
206435,"Há tempos o restaurante estava entre os melhores da cozinha regional em Manaus, entretanto para minha surpresa decaiu absurdamente. Demora para servir e principalmente péssima qualidade do almoço. Fiquei decepcionado."
206446,"As comidas (tapiocas, sanduíches, tucumã e etc) são deliciosas e os preços também são bons, mas o atendimento é horrível demais! No dia que fui pedi pra usar o banheiro e o mesmo estava interditado, pedi pra usar qualquer um que fosse (havia um dos...Mais"
206493,"tem uma boa sacada, comidas deliciosas, porém eles adoram acabar com tudo isso através do seu péssimo atendimento , não é novidade e desde que tenho conhecimento parece que essa é a marca que eles querem deixar, infelizmente..."
206529,"Possui grande variedade ofertada, mas no rodízio surgem normalmente os mesmo sabores. Por possuírem um espaço muito amplo, acabam pecando pelo atendimento no rodízio. O ambiente é muito barulhento."
206545,"Fui conhecê-lo com dois amigos que trabalham em Manaus. Recém inaugurado há poucos meses e ainda não muito conhecido, o restaurante tem boa localização, no espaço ocupado antes pela Pizza Hut e próximo do Shopping Amazonas e hotel Caesar Business, com estacionamento próprio logo na...Mais"
206571,"Não atende o que propõe!! No dia em que visitamos o restaurante (01/01/2020), não havia no bufê a comida japonesa anunciada pelo restaurante e os garçons demoravam muito tempo para passar com as carnes no rodízio! Bufê bem simples que nem de longe justifica os...R$ 100,00 cobrados por pessoa. Não recomendo!Mais"
206574,"Péssima experiência,  buffet  pobre, carnes duras, poucas guarnições, não recomendo,além disso, preço caro, pelo custo x benefício!"
206618,"Estive com familiares no restaurante Caxiri de Manaus, para almoçar. Ao chegarmos, encontramos uma pessoa que parecia ter acabado de almoçar e que estava mexendo no celular. Subimos a escada que fica à esquerda e a pessoa que foi nos atender disse que quem estava...Mais"
206623,"É o único CocoBambu do Brasil que não aceita Ticket Restaurante, o que limita bastante os executivos de reunirem com os clientes. Espero que contornem o quanto antes, para que possamos levar nosso clientes a está excelente Restaurante.Mais"
206629,"Ao proprietário gostaria de fazer uma pergunta: “se dois caras fosses no seu estabelecimento com roupas simples, e em algum outro dia fossem bem mais apresentados, o tratamento seria igual?” Pois eu fui simples e não gostei da forma que fui tratado tanto que perdi...Mais"
206631,"Bem , como sempre pesquiso no trip as avaliações para definir onde devemos ir em locais que não conhecemos . Decidimos ir ao flutuante. Chamamos um Uber e fomos , aí começou a preocupação, acabou o asfalto entramos numa estrada de terra mal cuidada ,...Mais"
206632,"Olhei no trip advisor para vir aqui e esperava ser um lugar legal. Primeiro, o acesso é péssimo. Parece um filme de terror. O barquinho que leva a gente até o flutuante é bem legal, mas quando chega ao flutuante que decepção!!! Horroroso!!! O lounge...Mais"
206663,"Fiz reserva para oito pessoas com dois dias de antecedência.  Cheguei lá,  restaurante lotado e não havia nenhum reserva. Ainda me disseram: a culpa foi da pessoa que anotou, não foi do restaurante. Solução? Esperar até que uma mesa PARA OITO PESSOAS ficasse live. Era...Mais"
206666,"Ano passado fui a esse estabelecimento juntamente com uns amigos. Achei o atendimento muito ruim e demorado. Além disso preços altíssimos. Muitos manauaras adoram esse lugar, eu porém não tenho vontade de voltar lá."
206670,"Fomos no Dedé do shopping ponta negra. O atendimento é péssimo ,demorado e sem.nenhum tato com o cliente. Os pratos demoraram para serem servidos, vieram frios e a bebida errada. As porções são minúsculas e o preço um absurdo. Não recomendo em nada este local....Mais"
206693,"Péssimo atendimento, cobram valores indevidos e ao receber reclamação simplesmente não dão bola e ainda ironizam a reivindicação do cliente. Saio de Porto Alegre para trabalhar em Manaus e passo por uma situação destas. Um almoço que custaria aproximadamente 44,00 me cobraram INDEVIDO e no...valor de 73,00. Não caiam nesta armadilha.Mais"
206727,"A comida é muito boa e variada. A seleção de cachaças é muito legal. Mas o atendimento é horripilante. Você tem que praticamente implorar para ser notado pelo garçom."
206780,"O Banzeiro não é um restaurante ruim em termos de comida, porém algumas coisas me incomodaram bastante.   Primeiro, os preços e a falta de opção para pessoas que estão desacompanhadas. É um absurdo que um prato individual custe 75% do preço de um prato do...Mais"
206794,"Já não vou com frequência devido à perda na qualidade do produto e atendimento É constante a troca do que é pedido."
206844,"Lugar até bom, mas demora demais! 40min pra vc comer !  Impossível esperar esse prazo pra vc comer !!!!!!!Mais"
206845,"Não possui mostarda. Demora para preparo.  E troca de queijo tem que ser pago...ruim atendimento para solucionar problemas e sem gerente no localMais"
206854,"Estou extremamente decepcionado com o Alentejo! Frequento a casa desde que abriu, há anos atrás, e sempre fui muito satisfeito com a comida e o atendimento. Como um bom admirador da culinária lusitana, sempre elegi o Alentejo como uma das melhores casas na cidade para...Mais"
206873,"Gostoso mas muito caro para o quê oferece. A cada temporada que se passa o tamanho das porções é diminuído, muito em razão da crise, mas o consumidor não é avisado, o que é irregular do ponto de vista legal e acaba manchando a credibilidade...Mais"
206911,"Infelizmente a qualidade dos pratos e do atendimento caiu bastante...Antes era referência de happy hour e de onde levar algum amigo de fora...Hoje há muitas opções melhores!"
206912,"Você vai para um Happy Hour? Então vale. As bebidas tem um preço comum e há grande variedade.  Agora se você for para comer algum prato, não vale. O prato é de qualidade média e não vale seu alto preço. Um prato aqui custa o...Mais"
206930,"Fui com toda a família neste restaurante mês passado e ninguém gostou da comida. Não recomendo pra ninguém. Ruim e caro."
206998,"Não atende o que propõe!! No dia em que visitamos o restaurante (01/01/2020), não havia no bufê a comida japonesa anunciada pelo restaurante e os garçons demoravam muito tempo para passar com as carnes no rodízio! Bufê bem simples que nem de longe justifica os...R$ 100,00 cobrados por pessoa. Não recomendo!Mais"
207001,"Péssima experiência,  buffet  pobre, carnes duras, poucas guarnições, não recomendo,além disso, preço caro, pelo custo x benefício!"
207005,"Fui até o restaurante por recomendação, chegando lá a porção não era condizente com o valor. Mal atendimento, em fim, existe outros otimos lugares para comer em Manaus."
207054,"A carne era deliciosa, suculenta. Hoje, a qualidade desabou e o preço saltou para algo imerecido. Uma pena. O atendimento é razoável. Parece que as carnes já estão prontas. Os garçons, constantemente, erram os pedidos."
207066,"A comida não agradou .Molho ruim e macarrão muito cozido. Caro para o que oferece. Não voltaria a pedir neste restaurante."
207067,"O pior yakisoba que eu já comi na vida! Vem numa caixa com a massa toda amassada e o molho é horrível! Tive que jogar fora! Parecia comida de cachorro! Nunca mais!"
207111,"Recentemente essa cachaçaria teve vários alimentos apreendidos, pela vigilância sanitaria.  Todos impróprios para o consumo"
207113,"Estávamos em família,  com nossas 2 pequenas filhas. Atendimento demorado, comida chegou fria, tínhamos que ficar chamando o garçom constantemente. Enfim, não voltaremos."
207140,"Rodízio com pouca variedade de de pizzas, em algumas a massa estava molenga, atendimento lento; Não recomendo."
207154,"Não gostei . Pedi um nhoque de macaxeira com Molho de cogumelos. Horrível. Macaxeira amarra na boca, molho pesado, sem sabor. Espaguete ao sugo para criança que deveria ser básico cheio de coentro. Supremo de tambaqui do meu esposo ok, mas nada de excepcional. Acompanhamento...de macaxeira também mal cozido. Não recomendo. Mais nome do que entrega.Mais"
207155,"Nota 2, péssima experiência, atendimento péssimo, demorado, comida nada demais, passei vergonha com meus amigos de fora."
207157,"Decepção total! Fui com muitas expectativas porque esse restaurante foi sempre muito bem recomendado. Como não estava com muita fome, pedi apenas uma entrada de isca de pirarucu. A isca estava péssima, sem gosto de peixe, tinha gosto de bolinho de arroz sem glúten que...vende em supermercado (gosto de vento). A isca vem numa tapioca típica da região norte, mas o garçom não explica que essa tapioca é super dura, horrível de comer, parece que vai quebrar o dente. Não tinha gosto de nada a comida, que decepção! Fora que caríssimo! A sobremesa também estava bem razoável, me indicaram sorvete com castanha caramelizada e uma calda típica, mas achei o gosto bem enjoativo. Infelizmente não tive uma boa experiência e a conta saiu bem cara. Eu comi melhor em restaurantes mais simples em Manaus, pagando muito mais baratoMais"
207165,"Fui por recomendação e foi uma decepção.  Péssimo atendimento e para completar sai sem comer, porque? Meu pedido não chegou. Estava com um colega de trabalhos que comeu o seu pedido calmamente esperando chegar o meu que demorou demais. Lugar com funcionários sem preparo e...Mais"
207226,"Esperei 45 minutos por um filé com arroz piamontese e fritas  O filé veio quase queimado e salgado e a batata mais encharcada de gordura que ja vi.Mais"
207228,"A moça tava praticamente expulsando a gente depois das 10, a cozinha fecha antes quando poderia funcionar um pouco mais. O ambiente é bom, o lugar é bonito mas o atendimento não convenceu.Mais"
207287,"O estabelecimento já foi bom, mas nas duas últimas vezes que visitei fiquei decepcionado. O ambiente é agradável, porém a comida de qualidade muito ruim e o atendimento péssimo. Funcionários mal humorados e muito pouco atenciosos no atendimento geral e nas dúvidas quanto aos pratos....Mais"
207295,"No início era um ótimo restaurante. Hoje o atendimento é ruim, a picanha nunca vem no ponto que pedimos, a picanha na maioria das vezes vem dura e o pior, o preço sobe a cada trimestre. Não indico esse restaurante."
207305,"Pode ser que tenha nome, mas quando fui a comida demorou e teve que retornar 3 vezes porque não conseguiam deixar a carne bem passada, depois das terceira vez pediram pra escolher outro prato, não tive mais paciência e fui comer em outro lugar, e...Mais"
207309,"Comi um prato que estava muito salgado, o filé do peixe veio cheio de espinhas, quando questionado ao garçom ele disse que era normal vir com algumas espinhas, mas no COCO BAMBU de Fortaleza- CE, perguntei a atendente se isso era normal ela disse que...Mais"
207348,"Estamos passeando em Manaus.  Fui no restaurante na semana passada e todos os pratos de peixe estavam muito bons. Voltei hoje e pedimos um filet mignon mal passado. Ele veio ao ponto. Reclamamos e voltou um filet mal passado mas sem sal, pimenta, enfim, muito...ruim. A atendente, muito atenciosa, pediu mil desculpas. Mas o gerente não apareceu.Mais"
207352,"Se você estiver sozinho, o Banzeiro NÃO É UMA BOA OPÇÃO! Não tem pratos individuais (vergonha) os pratos são apenas para duas pessoas, e o valor individual é 60% do valor. Entradas apenas grandes, tentei falar com a gerente para fazer meia entrada pois TODAS...vem grande quantidade, e a mesma falou que não seria possível…. Estou em Manaus a trabalho, e só perdi meu tempo! VERGONHA!!! Sai sem comer!Mais"
207370,"Há 03 anos comi la nao tinha dúvida da qualidade, porem estive lá no inicio de julho 2016, a comida esta bem a desejar. Porque, peixe estava torrado não frito, o peixe a milanesa tinha tanta massa que nao sentia gosto do peixe, valores continuam...Mais"
207402,"Grande expectativa por ser o n 01 das indicações e qdo chega a hora da verdade, é uma GDE FRUSTRAÇÃO!  De A a Z, desde o atendimento sem o mínimo de preparo para uma simples venda dos pratos da casa, a bebida (cerveja quente) e...Mais"
207419,"Este restaurante tinha tudo para ser ótimo. Bom ambiente, local privilegiado. Porém, comigo deu tudo errado. Esqueceram do pedido e tive que cobrar pela demora. O prato veio trocado e acabei aceitando pela demora. A qualidade estava insatisfatória e a conta não vinha nunca. Tive...Mais"
207436,"Pedi uma picanha nobre (angus) e esperava muito mais pelo valor cobrado. A carne veio seca demais, parecia que já estava no fogo a muitas horas e oferecem assim mesmo. Foi a primeira e última vez que fui lá e não indico para ninguém. Melhor...mesmo é ir no Picanha Mania que tem um bom custo/benefício.Mais"
207438,"Pior picanha que ja comemos na vida, gosto horrível, ao provar a carne senti um gosto de plastico, com fumaça, impossível comer, pensei vou comer os acompanhamentos, o pior tudo ruim, arroz, farofa, vinagrete e maionese, só conseguimos botar a primeira colher na boca e...não conseguimos mais comer. Pedi a conta paguei cento e pouco e nunca mais piso lá. Não sei como os donos ainda nao perceberam que a cozinha esta péssima. Ha um  tempo fui la  pedi um franguinho de leite estava com gosto de podre. Reclamei na hora. o gerente provou e concordou estava ruim mesmo.Mais"
207452,"Éramos 4 pessoas e pedimos 2 pratos, uma carne e um peixe. Tivemos poucas opções para fazer pequenas alterações nos pratos. O prixe veio razoável e a carne terrível. Reclamamos e o ao invés de solução bos ofereceram R$ 10,00 de desconto numa conta de...Mais"
207467,"Fui à pizzaria Loppiano na sua unidade localizada na Av. Jacira Reis . Pedimos uma pizza e suco, que deveria vir junto com a pizza. Para começar 15 minutos antes da pizza chegar. Quando a pizza veio pegamos um pedaço e imediatamente notamos uma massa...Mais"
207488,"Se voce for com bastante fome nem vai notar as guarnicoes mornas, a carne seca e sem frescor e o atendimento mais frenetico do que atencioso, parei sem muita esperança e sai de la confirmando que a escolha foi uma `` bola fora ``"
207518,"O atendimento fica a desejar. Carne seca, dura, parecia um carvão. Não peça nada na chapa. Não pretendo voltar, só fama. Mas a realidade é que até o ar-condicionado fica desligado. Economia??? Desrespeito ao cliente."
